Date,Time,Biomass,Dissolved_oxygen,pH,T_reactor,T_cooling_liquid,T_peltier,T_mosfet,Power,PWM_feed,PWM_heater
23-11-2023_15-33-11,0,0.111,0.415,2.682,49.544,26.15,25.297,36.165,32.753,0.0,84.62
23-11-2023_15-33-16,4,0.11,0.415,2.681,49.56,26.132,25.294,36.363,37.703,0.0,87.28
23-11-2023_15-33-21,9,0.11,0.415,2.68,49.516,26.142,25.328,36.529,38.344,0.0,93.61
23-11-2023_15-33-26,14,0.11,0.415,2.681,49.477,26.124,25.305,36.759,40.591,0.0,99.54
23-11-2023_15-33-31,19,0.11,0.415,2.681,49.44,26.131,25.314,36.971,40.191,0.0,105.9
23-11-2023_15-33-36,24,0.11,0.415,2.682,49.507,26.136,25.331,37.247,43.907,0.0,105.73
23-11-2023_15-33-41,29,0.11,0.415,2.684,49.526,26.123,25.321,37.513,45.35,0.0,108.5
23-11-2023_15-33-46,34,0.11,0.415,2.684,49.39,26.14,25.345,37.83,48.461,0.0,120.88
23-11-2023_15-33-51,39,0.11,0.415,2.683,49.415,26.135,25.341,38.147,47.772,0.0,123.64
23-11-2023_15-33-56,44,0.11,0.415,2.684,49.363,26.139,25.344,38.489,52.079,0.0,131.28
23-11-2023_15-34-01,49,0.11,0.415,2.684,49.407,26.125,25.33,38.855,52.699,0.0,133.19
23-11-2023_15-34-06,54,0.11,0.416,2.683,49.38,26.13,25.321,39.199,54.772,0.0,139.3
23-11-2023_15-34-11,59,0.11,0.416,2.682,49.358,26.122,25.321,39.61,57.895,0.0,145.31
23-11-2023_15-34-16,64,0.11,0.417,2.683,49.297,26.123,25.328,40.133,60.179,0.0,153.72
23-11-2023_15-34-21,69,0.11,0.417,2.683,49.361,26.122,25.336,40.622,61.784,0.0,154.54
23-11-2023_15-34-26,75,0.11,0.418,2.682,49.43,26.122,25.347,41.084,62.044,0.0,155.23
23-11-2023_15-34-31,80,0.11,0.418,2.684,49.259,26.126,25.329,41.585,67.614,0.0,170.51
23-11-2023_15-34-36,85,0.11,0.418,2.685,49.316,26.133,25.338,42.154,68.452,0.0,172.01
23-11-2023_15-34-41,90,0.11,0.419,2.685,49.338,26.143,25.329,42.829,70.135,0.0,175.62
23-11-2023_15-34-46,95,0.11,0.42,2.686,49.29,26.14,25.355,43.521,73.056,0.0,183.55
23-11-2023_15-34-51,100,0.11,0.42,2.686,49.33,26.139,25.341,44.27,74.382,0.0,186.29
23-11-2023_15-34-56,105,0.11,0.42,2.68,49.255,26.164,25.325,45.03,77.511,0.0,196.27
23-11-2023_15-35-01,110,0.109,0.421,2.681,49.303,26.179,25.36,45.767,77.995,0.0,198.93
23-11-2023_15-35-06,115,0.11,0.422,2.682,49.288,26.177,25.339,46.475,81.364,0.0,205.31
23-11-2023_15-35-11,120,0.109,0.422,2.683,49.291,26.187,25.368,47.234,82.85,0.0,210.72
23-11-2023_15-35-16,125,0.11,0.423,2.683,49.355,26.184,25.378,48.032,82.933,0.0,212.34
23-11-2023_15-35-21,130,0.11,0.423,2.684,49.294,26.196,25.365,48.875,84.552,0.0,221.31
23-11-2023_15-35-26,135,0.11,0.424,2.685,49.305,26.193,25.39,49.642,88.851,0.0,225.78
23-11-2023_15-35-31,140,0.11,0.425,2.685,49.295,26.194,25.375,50.572,86.849,0.0,231.48
23-11-2023_15-35-36,145,0.109,0.425,2.684,49.284,26.203,25.398,51.478,90.324,0.0,237.21
23-11-2023_15-35-41,150,0.11,0.426,2.683,49.366,26.202,25.391,52.303,90.66,0.0,237.34
23-11-2023_15-35-46,155,0.109,0.427,2.683,49.257,26.204,25.353,53.186,95.239,0.0,249.05
23-11-2023_15-35-51,160,0.11,0.427,2.682,49.28,26.202,25.377,54.215,93.62,0.0,252.8
23-11-2023_15-35-56,165,0.11,0.428,2.683,49.282,26.211,25.359,55.338,97.419,0.0,255.0
