Date,Time,Biomass,Dissolved_oxygen,pH,T_reactor,T_cooling_liquid,T_peltier,T_mosfet,Power,PWM_feed,PWM_heater
05-12-2023_18-40-07,0,0.097,0.661,2.415,36.214,25.608,25.141,48.812,97.309,0.0,255.0
05-12-2023_18-40-12,4,0.101,0.661,2.416,36.231,25.615,25.105,49.932,100.384,0.0,255.0
05-12-2023_18-40-17,9,0.102,0.66,2.415,36.244,25.585,25.127,50.877,96.912,0.0,255.0
05-12-2023_18-40-22,14,0.106,0.657,2.417,36.214,25.61,25.118,51.761,99.917,0.0,255.0
05-12-2023_18-40-27,19,0.106,0.659,2.415,36.23,25.618,25.138,52.628,96.651,0.0,255.0
05-12-2023_18-40-32,24,0.105,0.659,2.417,36.283,25.648,25.155,53.46,100.089,0.0,255.0
05-12-2023_18-40-37,29,0.105,0.662,2.417,36.357,25.674,25.187,54.246,99.875,0.0,255.0
