Date,Time,Biomass,Dissolved_oxygen,pH,T_reactor,T_cooling_liquid,T_peltier,T_mosfet,Power,PWM_feed,PWM_heater
17-11-2023_18-15-07,0,0.564,0.0,1.538,61.847,27.336,26.96,25.444,-0.862,0.0,0.0
17-11-2023_18-15-12,5,0.564,0.0,1.539,61.806,27.344,26.964,25.465,-0.776,0.0,0.0
17-11-2023_18-15-17,10,0.564,0.0,1.539,61.774,27.343,26.969,25.481,-0.712,0.0,0.0
17-11-2023_18-15-22,15,0.564,0.0,1.539,61.752,27.354,26.978,25.491,-0.739,0.0,0.0
17-11-2023_18-15-27,20,0.564,0.0,1.54,61.718,27.35,26.98,25.497,-0.742,0.0,0.0
17-11-2023_18-15-32,25,0.564,0.0,1.539,61.681,27.344,26.985,25.497,-0.716,0.0,0.0
17-11-2023_18-15-37,30,0.564,0.0,1.54,61.64,27.349,26.989,25.494,-0.696,0.0,0.0
17-11-2023_18-15-42,35,0.564,0.0,1.54,61.602,27.349,26.997,25.49,-0.752,0.0,0.0
17-11-2023_18-15-47,40,0.564,0.0,1.541,61.581,27.35,27.004,25.508,-0.709,0.0,0.0
17-11-2023_18-15-52,45,0.564,0.0,1.541,61.542,27.358,27.002,25.543,-0.862,0.0,0.0
17-11-2023_18-15-57,50,0.564,0.0,1.54,61.502,27.355,27.005,25.559,-0.896,0.0,0.0
17-11-2023_18-16-02,55,0.564,0.0,1.54,61.473,27.362,27.005,25.564,-0.907,0.0,0.0
17-11-2023_18-16-07,60,0.564,0.0,1.54,61.432,27.368,26.996,25.558,-0.903,0.0,0.0
17-11-2023_18-16-12,65,0.564,0.0,1.542,61.395,27.367,27.0,25.565,-0.908,0.0,0.0
17-11-2023_18-16-17,70,0.564,0.0,1.541,61.363,27.369,27.01,25.563,-0.882,0.0,0.0
17-11-2023_18-16-22,75,0.564,0.0,1.541,61.328,27.362,27.002,25.579,-0.892,0.0,0.0
17-11-2023_18-16-27,80,0.564,0.0,1.54,61.297,27.372,27.003,25.594,-0.77,0.0,0.0
17-11-2023_18-16-32,85,0.564,0.0,1.54,61.268,27.372,27.007,25.614,-0.74,0.0,0.0
17-11-2023_18-16-37,90,0.564,0.0,1.54,61.236,27.387,27.014,25.619,-0.696,0.0,0.0
17-11-2023_18-16-42,95,0.564,0.0,1.54,61.194,27.38,27.009,25.599,-0.763,0.0,0.0
17-11-2023_18-16-47,100,0.564,0.0,1.541,61.159,27.38,27.025,25.604,-0.704,0.0,0.0
17-11-2023_18-16-52,105,0.564,0.0,1.541,61.128,27.389,27.019,25.615,-0.722,0.0,0.0
17-11-2023_18-16-57,110,0.564,0.0,1.54,61.103,27.389,27.024,25.605,-0.735,0.0,0.0
17-11-2023_18-17-02,115,0.564,0.0,1.541,61.077,27.391,27.031,25.613,-0.756,0.0,0.0
17-11-2023_18-17-07,120,0.564,0.0,1.54,61.049,27.395,27.039,25.621,-0.743,0.0,0.0
17-11-2023_18-17-12,125,0.564,0.0,1.541,61.001,27.392,27.045,25.621,-0.728,0.0,0.0
17-11-2023_18-17-17,130,0.564,0.0,1.542,60.974,27.396,27.043,25.614,-0.702,0.0,0.0
17-11-2023_18-17-22,135,0.564,0.0,1.541,60.93,27.397,27.045,25.58,-0.752,0.0,0.0
17-11-2023_18-17-27,140,0.564,0.0,1.541,60.901,27.407,27.053,25.54,-0.874,0.0,0.0
17-11-2023_18-17-32,145,0.564,0.0,1.541,60.872,27.41,27.057,25.499,-0.739,0.0,0.0
17-11-2023_18-17-37,150,0.564,0.0,1.542,60.831,27.411,27.05,25.466,-0.836,0.0,0.0
17-11-2023_18-17-42,155,0.564,0.0,1.542,60.817,27.425,27.058,25.433,-0.854,0.0,0.0
17-11-2023_18-17-47,160,0.564,0.0,1.541,60.783,27.413,27.065,25.417,-0.791,0.0,0.0
17-11-2023_18-17-52,165,0.564,0.0,1.541,60.751,27.423,27.074,25.398,-0.727,0.0,0.0
17-11-2023_18-17-57,170,0.564,0.0,1.541,60.705,27.426,27.068,25.404,-0.779,0.0,0.0
17-11-2023_18-18-02,175,0.563,0.0,1.542,60.686,27.43,27.075,25.4,-0.752,0.0,0.0
17-11-2023_18-18-07,180,0.563,0.0,1.542,60.658,27.437,27.087,25.409,-0.772,0.0,0.0
17-11-2023_18-18-12,185,0.563,0.0,1.542,60.62,27.431,27.084,25.415,-0.775,0.0,0.0
17-11-2023_18-18-17,190,0.563,0.0,1.541,60.59,27.436,27.082,25.425,-0.861,0.0,0.0
17-11-2023_18-18-22,195,0.563,0.0,1.541,60.548,27.436,27.086,25.438,-0.918,0.0,0.0
17-11-2023_18-18-27,200,0.563,0.0,1.542,60.521,27.427,27.087,25.432,-0.908,0.0,0.0
17-11-2023_18-18-32,205,0.564,0.0,1.543,60.483,27.434,27.086,25.435,-0.885,0.0,0.0
17-11-2023_18-18-37,210,0.564,0.0,1.544,60.437,27.426,27.085,25.461,-0.786,0.0,0.0
17-11-2023_18-18-42,215,0.564,0.0,1.543,60.416,27.438,27.084,25.487,-0.742,0.0,0.0
17-11-2023_18-18-47,220,0.564,0.0,1.543,60.395,27.437,27.08,25.496,-0.707,0.0,0.0
17-11-2023_18-18-52,225,0.564,0.0,1.543,60.361,27.44,27.082,25.502,-0.72,0.0,0.0
17-11-2023_18-18-57,230,0.564,0.0,1.543,60.336,27.44,27.096,25.509,-0.695,0.0,0.0
17-11-2023_18-19-02,235,0.564,0.0,1.542,60.29,27.449,27.089,25.517,-0.781,0.0,0.0
17-11-2023_18-19-07,240,0.564,0.0,1.543,60.273,27.443,27.1,25.526,-0.775,0.0,0.0
17-11-2023_18-19-12,245,0.564,0.0,1.543,60.236,27.447,27.091,25.523,-0.766,0.0,0.0
17-11-2023_18-19-17,250,0.564,0.0,1.543,60.198,27.451,27.102,25.528,-0.775,0.0,0.0
17-11-2023_18-19-22,255,0.564,0.0,1.543,60.173,27.463,27.105,25.529,-0.8,0.0,0.0
17-11-2023_18-19-27,260,0.564,0.0,1.544,60.143,27.459,27.101,25.538,-0.791,0.0,0.0
17-11-2023_18-19-32,265,0.564,0.0,1.543,60.112,27.462,27.104,25.535,-0.839,0.0,0.0
17-11-2023_18-19-37,270,0.564,0.0,1.544,60.058,27.463,27.092,25.536,-0.828,0.0,0.0
17-11-2023_18-19-42,275,0.564,0.0,1.543,60.061,27.471,27.111,25.542,-0.876,0.0,0.0
17-11-2023_18-19-47,280,0.564,0.0,1.544,60.004,27.458,27.101,25.545,-0.862,0.0,0.0
17-11-2023_18-19-52,285,0.564,0.0,1.544,59.96,27.453,27.103,25.575,-0.84,0.0,0.0
17-11-2023_18-19-57,290,0.564,0.0,1.543,59.931,27.461,27.109,25.607,-0.675,0.0,0.0
17-11-2023_18-20-02,295,0.564,0.0,1.545,59.9,27.461,27.103,25.591,-0.722,0.0,0.0
17-11-2023_18-20-08,300,0.564,0.0,1.544,59.867,27.464,27.113,25.582,-0.708,0.0,0.0
17-11-2023_18-20-13,305,0.564,0.0,1.543,59.845,27.459,27.118,25.604,-0.714,0.0,0.0
17-11-2023_18-20-18,310,0.564,0.0,1.544,59.798,27.455,27.112,25.583,-0.715,0.0,0.0
17-11-2023_18-20-23,315,0.564,0.0,1.544,59.766,27.451,27.109,25.579,-0.776,0.0,0.0
17-11-2023_18-20-28,320,0.564,0.0,1.544,59.733,27.457,27.12,25.59,-0.71,0.0,0.0
17-11-2023_18-20-33,325,0.564,0.0,1.544,59.7,27.455,27.12,25.575,-0.789,0.0,0.0
17-11-2023_18-20-38,330,0.564,0.0,1.544,59.69,27.463,27.124,25.557,-0.846,0.0,0.0
17-11-2023_18-20-43,335,0.564,0.0,1.545,59.67,27.478,27.128,25.535,-0.809,0.0,0.0
17-11-2023_18-20-48,340,0.564,0.0,1.544,59.632,27.472,27.131,25.529,-0.767,0.0,0.0
17-11-2023_18-20-53,345,0.564,0.0,1.544,59.601,27.479,27.131,25.53,-0.855,0.0,0.0
17-11-2023_18-20-58,350,0.564,0.0,1.544,59.574,27.478,27.134,25.543,-0.869,0.0,0.0
17-11-2023_18-21-03,355,0.564,0.0,1.544,59.536,27.476,27.128,25.547,-0.868,0.0,0.0
17-11-2023_18-21-08,361,0.564,0.0,1.545,59.508,27.474,27.135,25.55,-0.857,0.0,0.0
17-11-2023_18-21-13,366,0.564,0.0,1.546,59.476,27.468,27.127,25.553,-0.86,0.0,0.0
17-11-2023_18-21-18,371,0.564,0.0,1.543,59.44,27.478,27.128,25.556,-0.877,0.0,0.0
17-11-2023_18-21-23,376,0.564,0.0,1.544,59.412,27.473,27.123,25.563,-0.84,0.0,0.0
17-11-2023_18-21-28,381,0.564,0.0,1.544,59.369,27.476,27.123,25.559,-0.858,0.0,0.0
17-11-2023_18-21-33,386,0.564,0.0,1.545,59.351,27.485,27.132,25.539,-0.892,0.0,0.0
17-11-2023_18-21-38,391,0.564,0.0,1.545,59.323,27.48,27.137,25.522,-0.756,0.0,0.0
17-11-2023_18-21-43,396,0.564,0.0,1.544,59.288,27.484,27.132,25.517,-0.704,0.0,0.0
17-11-2023_18-21-48,401,0.564,0.0,1.544,59.248,27.488,27.129,25.506,-0.685,0.0,0.0
17-11-2023_18-21-53,406,0.564,0.0,1.545,59.227,27.488,27.122,25.49,-0.695,0.0,0.0
17-11-2023_18-21-58,411,0.564,0.0,1.546,59.188,27.479,27.13,25.483,-0.686,0.0,0.0
17-11-2023_18-22-03,416,0.564,0.0,1.546,59.164,27.484,27.126,25.492,-0.669,0.0,0.0
17-11-2023_18-22-08,421,0.564,0.0,1.545,59.132,27.488,27.134,25.493,-0.662,0.0,0.0
17-11-2023_18-22-13,426,0.564,0.0,1.546,59.095,27.484,27.136,25.486,-0.675,0.0,0.0
17-11-2023_18-22-18,431,0.564,0.0,1.545,59.061,27.489,27.135,25.489,-0.686,0.0,0.0
17-11-2023_18-22-23,436,0.564,0.0,1.546,59.064,27.493,27.149,25.512,-0.672,0.0,0.0
17-11-2023_18-22-28,441,0.564,0.0,1.545,59.024,27.501,27.146,25.532,-0.811,0.0,0.0
17-11-2023_18-22-33,446,0.564,0.0,1.546,59.0,27.501,27.149,25.533,-0.826,0.0,0.0
17-11-2023_18-22-38,451,0.564,0.0,1.547,58.956,27.499,27.155,25.542,-0.823,0.0,0.0
17-11-2023_18-22-43,456,0.564,0.0,1.547,58.925,27.497,27.161,25.539,-0.866,0.0,0.0
17-11-2023_18-22-48,461,0.564,0.0,1.545,58.905,27.509,27.158,25.539,-0.83,0.0,0.0
17-11-2023_18-22-53,466,0.564,0.0,1.546,58.872,27.498,27.16,25.52,-0.708,0.0,0.0
17-11-2023_18-22-58,471,0.564,0.0,1.545,58.838,27.502,27.157,25.509,-0.708,0.0,0.0
17-11-2023_18-23-03,476,0.564,0.0,1.546,58.801,27.498,27.158,25.488,-0.667,0.0,0.0
17-11-2023_18-23-08,481,0.564,0.0,1.548,58.769,27.499,27.158,25.482,-0.683,0.0,0.0
17-11-2023_18-23-13,486,0.564,0.0,1.547,58.741,27.504,27.159,25.473,-0.746,0.0,0.0
17-11-2023_18-23-18,491,0.564,0.0,1.546,58.712,27.506,27.15,25.449,-0.868,0.0,0.0
17-11-2023_18-23-23,496,0.564,0.0,1.545,58.689,27.503,27.156,25.455,-0.849,0.0,0.0
17-11-2023_18-23-28,501,0.564,0.0,1.546,58.636,27.505,27.159,25.474,-0.757,0.0,0.0
17-11-2023_18-23-33,506,0.564,0.0,1.547,58.607,27.508,27.167,25.485,-0.681,0.0,0.0
17-11-2023_18-23-38,511,0.564,0.0,1.546,58.594,27.512,27.163,25.493,-0.673,0.0,0.0
17-11-2023_18-23-43,516,0.564,0.0,1.547,58.56,27.509,27.172,25.504,-0.692,0.0,0.0
17-11-2023_18-23-48,521,0.564,0.0,1.546,58.548,27.512,27.18,25.505,-0.647,0.0,0.0
17-11-2023_18-23-53,526,0.564,0.0,1.547,58.493,27.512,27.17,25.499,-0.674,0.0,0.0
17-11-2023_18-23-58,531,0.564,0.0,1.547,58.472,27.514,27.166,25.498,-0.689,0.0,0.0
17-11-2023_18-24-03,536,0.564,0.0,1.546,58.439,27.509,27.171,25.477,-0.741,0.0,0.0
17-11-2023_18-24-08,541,0.564,0.0,1.547,58.4,27.514,27.167,25.475,-0.707,0.0,0.0
17-11-2023_18-24-13,546,0.564,0.0,1.547,58.382,27.518,27.167,25.464,-0.822,0.0,0.0
17-11-2023_18-24-18,551,0.564,0.0,1.549,58.358,27.517,27.17,25.435,-0.846,0.0,0.0
17-11-2023_18-24-23,556,0.564,0.0,1.548,58.332,27.525,27.173,25.417,-0.747,0.0,0.0
17-11-2023_18-24-28,561,0.564,0.0,1.548,58.291,27.519,27.17,25.413,-0.729,0.0,0.0
17-11-2023_18-24-33,566,0.564,0.0,1.547,58.261,27.522,27.166,25.418,-0.705,0.0,0.0
17-11-2023_18-24-38,571,0.564,0.0,1.547,58.249,27.525,27.165,25.424,-0.77,0.0,0.0
17-11-2023_18-24-43,576,0.564,0.0,1.547,58.198,27.521,27.159,25.404,-0.694,0.0,0.0
17-11-2023_18-24-48,581,0.564,0.0,1.547,58.168,27.516,27.154,25.393,-0.638,0.0,0.0
