Date,Time,T_heater,T_liquid,PWM
09-11-2023_16-31-34,0.016944444444444446,28.65,25.13,255
09-11-2023_16-31-34,0.016944444444444446,28.7,24.97,255
09-11-2023_16-31-35,0.016944444444444446,28.75,25.11,255
09-11-2023_16-31-35,0.017222222222222222,28.8,24.99,255
09-11-2023_16-31-35,0.017222222222222222,28.84,25.02,255
09-11-2023_16-31-35,0.017222222222222222,28.89,25.06,255
09-11-2023_16-31-36,0.017222222222222222,28.93,24.97,255
09-11-2023_16-31-36,0.0175,28.98,25.1,255
09-11-2023_16-31-36,0.0175,29.03,24.93,255
09-11-2023_16-31-36,0.0175,29.07,25.1,255
09-11-2023_16-31-37,0.0175,29.11,24.99,255
09-11-2023_16-31-37,0.017777777777777778,29.16,25.02,255
09-11-2023_16-31-37,0.017777777777777778,29.2,25.05,255
09-11-2023_16-31-37,0.017777777777777778,29.24,24.91,255
09-11-2023_16-31-38,0.017777777777777778,29.29,25.07,255
09-11-2023_16-31-38,0.018055555555555554,29.33,24.95,255
09-11-2023_16-31-38,0.018055555555555554,29.37,24.96,255
09-11-2023_16-31-38,0.018055555555555554,29.42,24.99,255
09-11-2023_16-31-39,0.018055555555555554,29.46,24.87,255
09-11-2023_16-31-39,0.018333333333333333,29.5,25.03,255
09-11-2023_16-31-39,0.018333333333333333,29.55,24.89,255
09-11-2023_16-31-39,0.018333333333333333,29.59,24.97,255
09-11-2023_16-31-40,0.018333333333333333,29.63,24.94,255
09-11-2023_16-31-40,0.01861111111111111,29.68,24.89,255
09-11-2023_16-31-40,0.01861111111111111,29.72,25.01,255
09-11-2023_16-31-40,0.01861111111111111,29.77,24.84,255
09-11-2023_16-31-41,0.01888888888888889,29.81,24.98,255
09-11-2023_16-31-41,0.01888888888888889,29.86,24.88,255
09-11-2023_16-31-41,0.01888888888888889,29.91,24.93,255
09-11-2023_16-31-41,0.01888888888888889,29.95,24.97,255
09-11-2023_16-31-42,0.019166666666666665,30.0,24.87,255
09-11-2023_16-31-42,0.019166666666666665,30.04,25.01,255
09-11-2023_16-31-42,0.019166666666666665,30.08,24.84,255
09-11-2023_16-31-42,0.019166666666666665,30.13,24.98,255
09-11-2023_16-31-43,0.019444444444444445,30.18,24.91,255
09-11-2023_16-31-43,0.019444444444444445,30.23,24.9,255
09-11-2023_16-31-43,0.019444444444444445,30.27,24.96,255
09-11-2023_16-31-43,0.019444444444444445,30.32,24.84,255
09-11-2023_16-31-44,0.01972222222222222,30.36,25.0,255
09-11-2023_16-31-44,0.01972222222222222,30.41,24.85,255
09-11-2023_16-31-44,0.01972222222222222,30.46,25.0,255
09-11-2023_16-31-44,0.01972222222222222,30.52,24.85,255
09-11-2023_16-31-45,0.02,30.56,24.96,255
09-11-2023_16-31-45,0.02,30.61,24.89,255
09-11-2023_16-31-45,0.02,30.66,24.94,255
09-11-2023_16-31-45,0.02,30.72,24.87,255
09-11-2023_16-31-46,0.020277777777777777,30.77,24.91,255
09-11-2023_16-31-46,0.020277777777777777,30.81,24.91,255
09-11-2023_16-31-46,0.020277777777777777,30.87,24.86,255
09-11-2023_16-31-46,0.020277777777777777,30.91,24.94,255
09-11-2023_16-31-47,0.020555555555555556,30.96,24.79,255
09-11-2023_16-31-47,0.020555555555555556,31.0,24.95,255
09-11-2023_16-31-47,0.020555555555555556,31.05,24.81,255
09-11-2023_16-31-47,0.020555555555555556,31.1,24.89,255
09-11-2023_16-31-48,0.020833333333333332,31.15,24.84,255
09-11-2023_16-31-48,0.020833333333333332,31.19,24.79,255
09-11-2023_16-31-48,0.020833333333333332,31.23,24.91,255
09-11-2023_16-31-48,0.020833333333333332,31.28,24.74,255
09-11-2023_16-31-49,0.021111111111111112,31.32,24.89,255
09-11-2023_16-31-49,0.021111111111111112,31.37,24.77,255
09-11-2023_16-31-49,0.021111111111111112,31.41,24.78,255
09-11-2023_16-31-49,0.021111111111111112,31.45,24.86,255
09-11-2023_16-31-50,0.021388888888888888,31.5,24.7,255
09-11-2023_16-31-50,0.021388888888888888,31.55,24.85,255
09-11-2023_16-31-50,0.021388888888888888,31.6,24.69,255
09-11-2023_16-31-50,0.021388888888888888,31.65,24.83,255
09-11-2023_16-31-51,0.021666666666666667,31.69,24.72,255
09-11-2023_16-31-51,0.021666666666666667,31.75,24.8,255
09-11-2023_16-31-51,0.021666666666666667,31.8,24.74,255
09-11-2023_16-31-51,0.021666666666666667,31.84,24.7,255
09-11-2023_16-31-52,0.021944444444444444,31.89,24.78,255
09-11-2023_16-31-52,0.021944444444444444,31.94,24.66,255
09-11-2023_16-31-52,0.021944444444444444,31.99,24.8,255
09-11-2023_16-31-52,0.021944444444444444,32.04,24.63,255
09-11-2023_16-31-53,0.022222222222222223,32.09,24.78,255
09-11-2023_16-31-53,0.022222222222222223,32.14,24.65,255
09-11-2023_16-31-53,0.022222222222222223,32.18,24.73,255
09-11-2023_16-31-53,0.022222222222222223,32.23,24.67,255
09-11-2023_16-31-54,0.0225,32.28,24.65,255
09-11-2023_16-31-54,0.0225,32.33,24.74,255
09-11-2023_16-31-54,0.0225,32.38,24.59,255
09-11-2023_16-31-54,0.0225,32.42,24.75,255
09-11-2023_16-31-55,0.02277777777777778,32.47,24.58,255
09-11-2023_16-31-55,0.02277777777777778,32.51,24.69,255
09-11-2023_16-31-55,0.02277777777777778,32.55,24.69,255
09-11-2023_16-31-55,0.02277777777777778,32.6,24.58,255
09-11-2023_16-31-56,0.023055555555555555,32.64,24.72,255
09-11-2023_16-31-56,0.023055555555555555,32.69,24.56,255
09-11-2023_16-31-56,0.023055555555555555,32.73,24.63,255
09-11-2023_16-31-56,0.023055555555555555,32.78,24.66,255
09-11-2023_16-31-57,0.023333333333333334,32.83,24.58,255
09-11-2023_16-31-57,0.023333333333333334,32.87,24.7,255
09-11-2023_16-31-57,0.023333333333333334,32.92,24.55,255
09-11-2023_16-31-57,0.023333333333333334,32.96,24.7,255
09-11-2023_16-31-58,0.02361111111111111,33.01,24.62,255
09-11-2023_16-31-58,0.02361111111111111,33.06,24.65,255
09-11-2023_16-31-58,0.02361111111111111,33.11,24.67,255
09-11-2023_16-31-58,0.02361111111111111,33.15,24.58,255
09-11-2023_16-31-59,0.02388888888888889,33.2,24.71,255
09-11-2023_16-31-59,0.02388888888888889,33.26,24.54,255
09-11-2023_16-31-59,0.02388888888888889,33.3,24.7,255
09-11-2023_16-31-59,0.02388888888888889,33.36,24.53,255
