Date,Time,T_heater,T_liquid,PWM
09-11-2023_18-48-46,0.30916666666666665,63.04,29.01,255
09-11-2023_18-48-47,0.30916666666666665,63.06,28.98,255
09-11-2023_18-48-47,0.30944444444444447,63.07,29.01,255
09-11-2023_18-48-47,0.30944444444444447,63.07,29.02,255
09-11-2023_18-48-47,0.30944444444444447,63.07,29.01,255
09-11-2023_18-48-48,0.30944444444444447,63.1,29.03,255
09-11-2023_18-48-48,0.30972222222222223,63.08,29.01,255
09-11-2023_18-48-48,0.30972222222222223,63.11,29.01,255
09-11-2023_18-48-48,0.30972222222222223,63.1,29.04,255
09-11-2023_18-48-49,0.30972222222222223,63.12,29.05,255
09-11-2023_18-48-49,0.31,63.13,29.05,255
09-11-2023_18-48-49,0.31,63.15,29.07,255
09-11-2023_18-48-49,0.31,63.17,29.06,255
09-11-2023_18-48-50,0.31,63.16,29.05,255
09-11-2023_18-48-50,0.31027777777777776,63.17,29.07,255
09-11-2023_18-48-50,0.31027777777777776,63.18,29.03,255
09-11-2023_18-48-50,0.31027777777777776,63.19,29.09,255
09-11-2023_18-48-51,0.31027777777777776,63.2,29.07,255
09-11-2023_18-48-51,0.31055555555555553,63.21,29.03,255
09-11-2023_18-48-51,0.31055555555555553,63.22,29.08,255
09-11-2023_18-48-51,0.31055555555555553,63.23,29.06,255
09-11-2023_18-48-52,0.31055555555555553,63.25,29.09,255
09-11-2023_18-48-52,0.31083333333333335,63.25,29.07,255
09-11-2023_18-48-52,0.31083333333333335,63.27,29.05,255
09-11-2023_18-48-52,0.31083333333333335,63.24,29.05,255
09-11-2023_18-48-53,0.31083333333333335,63.29,29.08,255
09-11-2023_18-48-53,0.3111111111111111,63.29,29.05,255
09-11-2023_18-48-53,0.3111111111111111,63.29,29.1,255
09-11-2023_18-48-53,0.3111111111111111,63.3,29.06,255
09-11-2023_18-48-54,0.3111111111111111,63.31,29.05,255
09-11-2023_18-48-54,0.3113888888888889,63.33,29.08,255
09-11-2023_18-48-54,0.3113888888888889,63.33,29.07,255
09-11-2023_18-48-54,0.3113888888888889,63.35,29.1,255
09-11-2023_18-48-55,0.3113888888888889,63.35,29.09,255
09-11-2023_18-48-55,0.31166666666666665,63.36,29.11,255
09-11-2023_18-48-55,0.31166666666666665,63.37,29.06,255
09-11-2023_18-48-55,0.31166666666666665,63.38,29.12,255
09-11-2023_18-48-56,0.31166666666666665,63.38,29.09,255
09-11-2023_18-48-56,0.31194444444444447,63.41,29.11,255
09-11-2023_18-48-56,0.31194444444444447,63.4,29.1,255
09-11-2023_18-48-56,0.31194444444444447,63.43,29.13,255
09-11-2023_18-48-57,0.31194444444444447,63.43,29.09,255
09-11-2023_18-48-57,0.31222222222222223,63.46,29.1,255
09-11-2023_18-48-57,0.31222222222222223,63.44,29.08,255
09-11-2023_18-48-57,0.31222222222222223,63.46,29.09,255
09-11-2023_18-48-58,0.31222222222222223,63.47,29.09,255
09-11-2023_18-48-58,0.3125,63.47,29.12,255
09-11-2023_18-48-58,0.3125,63.48,29.16,255
09-11-2023_18-48-58,0.3125,63.5,29.13,255
09-11-2023_18-48-59,0.3125,63.49,29.14,255
09-11-2023_18-48-59,0.31277777777777777,63.51,29.15,255
09-11-2023_18-48-59,0.31277777777777777,63.52,29.12,255
09-11-2023_18-48-59,0.31277777777777777,63.54,29.13,255
09-11-2023_18-49-00,0.31277777777777777,63.55,29.18,255
09-11-2023_18-49-00,0.31305555555555553,63.56,29.18,255
09-11-2023_18-49-00,0.31305555555555553,63.56,29.15,255
09-11-2023_18-49-00,0.31305555555555553,63.57,29.15,255
09-11-2023_18-49-01,0.31305555555555553,63.57,29.13,255
09-11-2023_18-49-01,0.31333333333333335,63.59,29.12,255
09-11-2023_18-49-01,0.31333333333333335,63.59,29.16,255
09-11-2023_18-49-01,0.31333333333333335,63.62,29.14,255
09-11-2023_18-49-02,0.31333333333333335,63.64,29.16,255
09-11-2023_18-49-02,0.3136111111111111,63.64,29.14,255
09-11-2023_18-49-02,0.3136111111111111,63.65,29.16,255
09-11-2023_18-49-03,0.3136111111111111,63.65,29.15,255
09-11-2023_18-49-03,0.3136111111111111,63.66,29.15,255
09-11-2023_18-49-03,0.3138888888888889,63.66,29.13,255
09-11-2023_18-49-03,0.3138888888888889,63.66,29.18,255
09-11-2023_18-49-04,0.3138888888888889,63.7,29.16,255
09-11-2023_18-49-04,0.3138888888888889,63.69,29.16,255
09-11-2023_18-49-04,0.31416666666666665,63.7,29.18,255
09-11-2023_18-49-04,0.31416666666666665,63.72,29.18,255
09-11-2023_18-49-05,0.31416666666666665,63.7,29.17,255
09-11-2023_18-49-05,0.31416666666666665,63.74,29.19,255
09-11-2023_18-49-05,0.31444444444444447,63.73,29.17,255
09-11-2023_18-49-05,0.31444444444444447,63.75,29.22,255
09-11-2023_18-49-06,0.31444444444444447,63.75,29.2,255
09-11-2023_18-49-06,0.31444444444444447,63.76,29.18,255
09-11-2023_18-49-06,0.31472222222222224,63.77,29.17,255
09-11-2023_18-49-06,0.31472222222222224,63.77,29.18,255
09-11-2023_18-49-07,0.31472222222222224,63.8,29.16,255
09-11-2023_18-49-07,0.31472222222222224,63.8,29.21,255
09-11-2023_18-49-07,0.315,63.81,29.18,255
09-11-2023_18-49-07,0.315,63.83,29.18,255
09-11-2023_18-49-08,0.315,63.83,29.19,255
09-11-2023_18-49-08,0.315,63.84,29.19,255
09-11-2023_18-49-08,0.31527777777777777,63.84,29.22,255
09-11-2023_18-49-08,0.31527777777777777,63.86,29.2,255
09-11-2023_18-49-09,0.31527777777777777,63.85,29.17,255
09-11-2023_18-49-09,0.31527777777777777,63.89,29.18,255
09-11-2023_18-49-09,0.31555555555555553,63.86,29.19,255
09-11-2023_18-49-09,0.31555555555555553,63.9,29.22,255
09-11-2023_18-49-10,0.31555555555555553,63.9,29.2,255
09-11-2023_18-49-10,0.31555555555555553,63.91,29.22,255
09-11-2023_18-49-10,0.31583333333333335,63.92,29.2,255
09-11-2023_18-49-10,0.31583333333333335,63.93,29.24,255
09-11-2023_18-49-11,0.31583333333333335,63.92,29.26,255
09-11-2023_18-49-11,0.31583333333333335,63.93,29.23,255
09-11-2023_18-49-11,0.3161111111111111,63.96,29.23,255
09-11-2023_18-49-11,0.3161111111111111,63.97,29.21,255
09-11-2023_18-49-12,0.3161111111111111,63.98,29.21,255
