Date,Time,Biomass,Dissolved_oxygen,pH,T_heater,T_liquid,T_sensor,T_amb,Power,PWM_feed,PWM_heater
08-01-2024_13-19-04,218,0.031,0.0,-3.511,22.448,22.624,21.962,22.207,-0.044,150.0,0.0
08-01-2024_13-19-04,218,0.031,0.0,-3.511,22.453,22.64,21.977,22.208,-0.047,150.0,0.0
08-01-2024_13-19-05,218,0.031,0.0,-3.511,22.454,22.562,21.967,22.201,-0.062,150.0,0.0
08-01-2024_13-19-05,218,0.031,0.0,-3.511,22.448,22.586,21.959,22.202,-0.022,150.0,0.0
08-01-2024_13-19-05,219,0.031,0.0,-3.511,22.451,22.6,21.957,22.201,-0.043,150.0,0.0
08-01-2024_13-19-05,219,0.031,0.0,-3.511,22.448,22.581,21.952,22.197,-0.035,150.0,0.0
08-01-2024_13-19-06,219,0.031,0.0,-3.511,22.449,22.587,21.978,22.198,-0.033,150.0,0.0
08-01-2024_13-19-06,219,0.031,0.0,-3.511,22.448,22.682,21.96,22.187,-0.025,150.0,0.0
08-01-2024_13-19-06,220,0.031,0.0,-3.511,22.447,22.552,21.966,22.194,-0.017,150.0,0.0
08-01-2024_13-19-06,220,0.031,0.0,-3.511,22.452,22.603,21.95,22.193,-0.03,150.0,0.0
08-01-2024_13-19-07,220,0.031,0.0,-3.511,22.448,22.578,21.978,22.195,-0.056,150.0,0.0
08-01-2024_13-19-07,220,0.03,0.0,-3.511,22.452,22.525,21.98,22.192,-0.036,150.0,0.0
08-01-2024_13-19-07,221,0.03,0.0,-3.511,22.458,22.605,21.972,22.186,-0.015,150.0,0.0
08-01-2024_13-19-07,221,0.031,0.0,-3.511,22.448,22.567,21.976,22.185,-0.011,150.0,0.0
08-01-2024_13-19-08,221,0.03,0.0,-3.511,22.457,22.462,21.981,22.188,-0.038,150.0,0.0
08-01-2024_13-19-08,221,0.03,0.0,-3.511,22.459,22.642,21.975,22.183,-0.062,150.0,0.0
08-01-2024_13-19-08,222,0.03,0.0,-3.511,22.456,22.594,21.974,22.179,-0.056,150.0,0.0
08-01-2024_13-19-08,222,0.03,0.0,-3.511,22.464,22.555,21.982,22.181,-0.065,150.0,0.0
08-01-2024_13-19-09,222,0.03,0.0,-3.511,22.451,22.507,21.974,22.177,-0.042,150.0,0.0
08-01-2024_13-19-09,222,0.03,0.0,-3.511,22.445,22.628,21.947,22.172,-0.028,150.0,0.0
08-01-2024_13-19-09,223,0.03,0.0,-3.511,22.454,22.585,21.979,22.17,-0.038,150.0,0.0
08-01-2024_13-19-09,223,0.03,0.0,-3.511,22.457,22.615,21.978,22.168,-0.082,150.0,0.0
08-01-2024_13-19-10,223,0.031,0.0,-3.511,22.449,22.633,21.964,22.166,-0.048,150.0,0.0
08-01-2024_13-19-10,223,0.031,0.0,-3.511,22.451,22.594,21.978,22.17,-0.047,150.0,0.0
08-01-2024_13-19-10,224,0.031,0.0,-3.511,22.462,22.625,21.97,22.167,-0.04,150.0,0.0
08-01-2024_13-19-10,224,0.031,0.0,-3.511,22.448,22.537,21.957,22.158,-0.045,150.0,0.0
08-01-2024_13-19-11,224,0.031,0.0,-3.511,22.459,22.592,21.974,22.167,-0.013,150.0,0.0
08-01-2024_13-19-11,224,0.031,0.0,-3.511,22.462,22.599,21.956,22.163,-0.068,150.0,0.0
08-01-2024_13-19-11,225,0.031,0.0,-3.511,22.446,22.527,21.956,22.156,-0.061,150.0,0.0
08-01-2024_13-19-11,225,0.031,0.0,-3.511,22.456,22.606,21.959,22.152,0.006,150.0,0.0
08-01-2024_13-19-12,225,0.031,0.0,-3.511,22.446,22.591,21.968,22.156,-0.036,150.0,0.0
08-01-2024_13-19-12,225,0.03,0.0,-3.511,22.44,22.656,21.952,22.153,-0.042,150.0,0.0
08-01-2024_13-19-12,226,0.03,0.0,-3.511,22.457,22.624,21.978,22.156,-0.052,150.0,0.0
08-01-2024_13-19-12,226,0.031,0.0,-3.511,22.461,22.526,21.989,22.153,-0.054,150.0,0.0
08-01-2024_13-19-13,226,0.031,0.0,-3.511,22.457,22.612,21.991,22.154,-0.05,150.0,0.0
08-01-2024_13-19-13,226,0.031,0.0,-3.511,22.445,22.622,21.949,22.159,-0.026,150.0,0.0
08-01-2024_13-19-13,227,0.031,0.0,-3.511,22.463,22.62,21.983,22.152,-0.034,150.0,0.0
08-01-2024_13-19-13,227,0.031,0.0,-3.511,22.457,22.618,21.972,22.145,-0.08,150.0,0.0
08-01-2024_13-19-14,227,0.031,0.0,-3.511,22.454,22.536,21.97,22.149,-0.058,150.0,0.0
08-01-2024_13-19-14,227,0.031,0.0,-3.511,22.45,22.552,21.969,22.148,-0.036,150.0,0.0
08-01-2024_13-19-14,228,0.031,0.0,-3.511,22.448,22.614,21.959,22.152,-0.048,150.0,0.0
08-01-2024_13-19-14,228,0.031,0.0,-3.511,22.456,22.597,21.982,22.151,-0.028,150.0,0.0
08-01-2024_13-19-15,228,0.031,0.0,-3.511,22.458,22.595,21.966,22.145,-0.034,150.0,0.0
08-01-2024_13-19-15,228,0.031,0.0,-3.511,22.451,22.617,21.965,22.145,-0.031,150.0,0.0
08-01-2024_13-19-15,229,0.031,0.0,-3.511,22.453,22.609,21.961,22.146,-0.031,150.0,0.0
08-01-2024_13-19-15,229,0.031,0.0,-3.511,22.453,22.577,21.983,22.14,-0.068,150.0,0.0
08-01-2024_13-19-16,229,0.031,0.0,-3.511,22.458,22.531,21.982,22.137,-0.087,150.0,0.0
08-01-2024_13-19-16,229,0.031,0.0,-3.511,22.456,22.536,21.977,22.139,-0.033,150.0,0.0
08-01-2024_13-19-16,230,0.03,0.0,-3.511,22.453,22.616,21.948,22.139,-0.031,150.0,0.0
08-01-2024_13-19-16,230,0.03,0.0,-3.511,22.458,22.641,21.969,22.129,-0.044,150.0,0.0
08-01-2024_13-19-17,230,0.03,0.0,-3.511,22.463,22.597,21.985,22.129,-0.037,150.0,0.0
08-01-2024_13-19-17,230,0.03,0.0,-3.511,22.457,22.63,21.969,22.133,-0.014,150.0,0.0
08-01-2024_13-19-17,231,0.03,0.0,-3.511,22.454,22.662,21.973,22.129,-0.073,150.0,0.0
08-01-2024_13-19-17,231,0.03,0.0,-3.511,22.449,22.561,21.958,22.128,-0.035,150.0,0.0
08-01-2024_13-19-18,231,0.03,0.0,-3.511,22.454,22.625,21.982,22.13,-0.043,150.0,0.0
08-01-2024_13-19-18,231,0.031,0.0,-3.511,22.454,22.552,21.969,22.127,-0.059,150.0,0.0
08-01-2024_13-19-18,232,0.03,0.0,-3.511,22.449,22.64,21.96,22.126,-0.041,150.0,0.0
08-01-2024_13-19-18,232,0.03,0.0,-3.511,22.45,22.62,21.955,22.122,-0.078,150.0,0.0
08-01-2024_13-19-19,232,0.03,0.0,-3.511,22.458,22.569,21.965,22.124,-0.051,150.0,0.0
08-01-2024_13-19-19,232,0.031,0.0,-3.511,22.441,22.591,21.951,22.122,-0.058,150.0,0.0
08-01-2024_13-19-19,233,0.031,0.0,-3.511,22.459,22.583,21.932,22.123,-0.056,150.0,0.0
08-01-2024_13-19-19,233,0.031,0.0,-3.511,22.46,22.637,21.941,22.122,-0.044,150.0,0.0
08-01-2024_13-19-20,233,0.031,0.0,-3.511,22.447,22.577,21.963,22.122,-0.072,150.0,0.0
08-01-2024_13-19-20,233,0.031,0.0,-3.511,22.459,22.59,21.949,22.118,-0.046,150.0,0.0
08-01-2024_13-19-20,234,0.031,0.0,-3.511,22.457,22.597,21.971,22.123,-0.028,150.0,0.0
08-01-2024_13-19-20,234,0.03,0.0,-3.511,22.451,22.635,21.96,22.116,-0.072,150.0,0.0
08-01-2024_13-19-21,234,0.03,0.0,-3.511,22.456,22.572,21.954,22.121,-0.044,150.0,0.0
08-01-2024_13-19-21,234,0.03,0.0,-3.511,22.463,22.618,21.949,22.116,-0.084,150.0,0.0
08-01-2024_13-19-21,235,0.03,0.0,-3.511,22.46,22.616,21.939,22.107,-0.068,150.0,0.0
08-01-2024_13-19-21,235,0.03,0.0,-3.511,22.451,22.652,21.979,22.116,-0.058,150.0,0.0
08-01-2024_13-19-22,235,0.03,0.0,-3.511,22.454,22.585,21.964,22.112,-0.05,150.0,0.0
08-01-2024_13-19-22,235,0.03,0.0,-3.511,22.46,22.604,21.969,22.11,-0.035,150.0,0.0
08-01-2024_13-19-22,236,0.03,0.0,-3.511,22.446,22.552,21.978,22.109,-0.089,150.0,0.0
08-01-2024_13-19-22,236,0.03,0.0,-3.511,22.454,22.612,21.959,22.111,-0.06,150.0,0.0
08-01-2024_13-19-23,236,0.031,0.0,-3.511,22.457,22.574,21.984,22.11,-0.049,150.0,0.0
08-01-2024_13-19-23,236,0.03,0.0,-3.511,22.459,22.522,21.98,22.11,-0.02,150.0,0.0
08-01-2024_13-19-23,237,0.03,0.0,-3.511,22.46,22.558,21.962,22.108,-0.092,150.0,0.0
08-01-2024_13-19-23,237,0.031,0.0,-3.511,22.464,22.602,21.977,22.109,-0.076,150.0,0.0
08-01-2024_13-19-24,237,0.031,0.0,-3.511,22.459,22.542,21.967,22.111,-0.053,150.0,0.0
08-01-2024_13-19-24,237,0.031,0.0,-3.511,22.46,22.616,21.989,22.112,-0.023,150.0,0.0
08-01-2024_13-19-24,238,0.031,0.0,-3.511,22.457,22.614,21.968,22.112,-0.033,150.0,0.0
08-01-2024_13-19-24,238,0.031,0.0,-3.511,22.456,22.554,21.962,22.109,-0.028,150.0,0.0
08-01-2024_13-19-25,238,0.031,0.0,-3.511,22.46,22.582,21.962,22.106,-0.023,150.0,0.0
08-01-2024_13-19-25,238,0.031,0.0,-3.511,22.462,22.6,21.997,22.113,-0.043,150.0,0.0
08-01-2024_13-19-25,239,0.031,0.0,-3.511,22.461,22.601,21.955,22.109,-0.047,150.0,0.0
08-01-2024_13-19-25,239,0.031,0.0,-3.511,22.462,22.565,21.965,22.113,-0.022,150.0,0.0
08-01-2024_13-19-26,239,0.031,0.0,-3.511,22.453,22.638,21.942,22.116,-0.044,150.0,0.0
08-01-2024_13-19-26,239,0.031,0.0,-3.511,22.458,22.645,21.975,22.105,-0.059,150.0,0.0
08-01-2024_13-19-26,240,0.031,0.0,-3.511,22.459,22.586,21.958,22.112,-0.025,150.0,0.0
08-01-2024_13-19-26,240,0.031,0.0,-3.511,22.46,22.561,21.951,22.109,-0.02,150.0,0.0
08-01-2024_13-19-27,240,0.031,0.0,-3.511,22.462,22.602,21.977,22.109,-0.061,150.0,0.0
08-01-2024_13-19-27,240,0.031,0.0,-3.511,22.462,22.584,21.945,22.109,-0.011,150.0,0.0
08-01-2024_13-19-27,241,0.031,0.0,-3.511,22.468,22.527,21.986,22.106,-0.027,150.0,0.0
08-01-2024_13-19-27,241,0.031,0.0,-3.511,22.456,22.592,21.994,22.113,-0.049,150.0,0.0
08-01-2024_13-19-28,241,0.031,0.0,-3.511,22.454,22.602,21.977,22.107,-0.037,150.0,0.0
08-01-2024_13-19-28,241,0.03,0.0,-3.511,22.458,22.587,21.976,22.106,-0.038,150.0,0.0
08-01-2024_13-19-28,242,0.031,0.0,-3.511,22.476,22.611,21.993,22.098,-0.053,150.0,0.0
08-01-2024_13-19-28,242,0.031,0.0,-3.511,22.464,22.627,21.987,22.107,-0.047,150.0,0.0
08-01-2024_13-19-29,242,0.031,0.0,-3.511,22.463,22.567,21.953,22.105,-0.02,150.0,0.0
08-01-2024_13-19-29,242,0.031,0.0,-3.511,22.458,22.605,21.953,22.109,-0.047,150.0,0.0
08-01-2024_13-19-29,243,0.031,0.0,-3.511,22.462,22.504,21.978,22.107,-0.047,150.0,0.0
08-01-2024_13-19-29,243,0.031,0.0,-3.511,22.459,22.535,22.004,22.112,-0.053,150.0,0.0
08-01-2024_13-19-30,243,0.03,0.0,-3.511,22.457,22.536,21.964,22.104,-0.028,150.0,0.0
08-01-2024_13-19-30,243,0.03,0.0,-3.511,22.467,22.547,21.964,22.107,-0.043,150.0,0.0
08-01-2024_13-19-30,244,0.03,0.0,-3.511,22.462,22.568,22.008,22.112,-0.063,150.0,0.0
08-01-2024_13-19-30,244,0.03,0.0,-3.511,22.461,22.64,21.97,22.111,-0.065,150.0,0.0
08-01-2024_13-19-31,244,0.031,0.0,-3.511,22.458,22.651,21.963,22.114,-0.035,150.0,0.0
08-01-2024_13-19-31,244,0.03,0.0,-3.511,22.471,22.489,22.011,22.111,-0.045,150.0,0.0
08-01-2024_13-19-31,245,0.03,0.0,-3.511,22.46,22.609,21.935,22.113,-0.031,150.0,0.0
08-01-2024_13-19-31,245,0.03,0.0,-3.511,22.461,22.604,21.961,22.113,-0.031,150.0,0.0
08-01-2024_13-19-32,245,0.031,0.0,-3.511,22.46,22.624,21.932,22.113,-0.04,150.0,0.0
08-01-2024_13-19-32,245,0.03,0.0,-3.511,22.467,22.599,21.982,22.114,-0.017,150.0,0.0
08-01-2024_13-19-32,246,0.03,0.0,-3.511,22.467,22.605,21.978,22.11,-0.051,150.0,0.0
08-01-2024_13-19-32,246,0.03,0.0,-3.511,22.465,22.582,21.972,22.112,-0.054,150.0,0.0
08-01-2024_13-19-33,246,0.03,0.0,-3.511,22.465,22.572,21.98,22.111,-0.039,150.0,0.0
08-01-2024_13-19-33,246,0.031,0.0,-3.511,22.464,22.552,21.958,22.11,-0.061,150.0,0.0
08-01-2024_13-19-33,247,0.031,0.0,-3.511,22.47,22.591,21.972,22.112,-0.03,150.0,0.0
08-01-2024_13-19-33,247,0.031,0.0,-3.511,22.458,22.563,21.957,22.117,-0.021,150.0,0.0
08-01-2024_13-19-34,247,0.031,0.0,-3.511,22.466,22.554,21.947,22.111,-0.044,150.0,0.0
08-01-2024_13-19-34,247,0.031,0.0,-3.511,22.465,22.461,21.981,22.115,-0.066,150.0,0.0
08-01-2024_13-19-34,248,0.031,0.0,-3.511,22.455,22.576,21.957,22.114,-0.023,150.0,0.0
08-01-2024_13-19-34,248,0.031,0.0,-3.511,22.46,22.615,21.97,22.105,-0.027,150.0,0.0
08-01-2024_13-19-35,248,0.031,0.0,-3.511,22.467,22.59,21.965,22.106,-0.1,150.0,0.0
08-01-2024_13-19-35,248,0.03,0.0,-3.511,22.459,22.551,21.965,22.105,-0.028,150.0,0.0
08-01-2024_13-19-35,249,0.031,0.0,-3.511,22.454,22.589,21.959,22.11,-0.04,150.0,0.0
08-01-2024_13-19-35,249,0.031,0.0,-3.511,22.467,22.555,21.952,22.108,-0.059,150.0,0.0
08-01-2024_13-19-36,249,0.031,0.0,-3.511,22.46,22.635,21.992,22.1,-0.032,150.0,0.0
08-01-2024_13-19-36,249,0.031,0.0,-3.511,22.462,22.636,21.939,22.099,-0.07,150.0,0.0
08-01-2024_13-19-36,250,0.031,0.0,-3.511,22.47,22.547,21.965,22.098,-0.057,150.0,0.0
08-01-2024_13-19-36,250,0.031,0.0,-3.511,22.454,22.555,21.947,22.102,-0.054,150.0,0.0
08-01-2024_13-19-37,250,0.031,0.0,-3.511,22.458,22.57,21.948,22.095,-0.03,150.0,0.0
08-01-2024_13-19-37,250,0.031,0.0,-3.511,22.456,22.654,21.964,22.095,-0.052,150.0,0.0
08-01-2024_13-19-37,251,0.031,0.0,-3.511,22.462,22.617,21.984,22.102,-0.063,150.0,0.0
08-01-2024_13-19-38,251,0.031,0.0,-3.511,22.463,22.548,21.939,22.09,-0.051,150.0,0.0
08-01-2024_13-19-38,251,0.031,0.0,-3.511,22.459,22.547,21.979,22.088,-0.037,150.0,0.0
08-01-2024_13-19-38,251,0.031,0.0,-3.511,22.459,22.631,21.991,22.086,-0.048,150.0,0.0
08-01-2024_13-19-38,252,0.031,0.0,-3.511,22.456,22.564,21.971,22.079,-0.037,150.0,0.0
08-01-2024_13-19-39,252,0.031,0.0,-3.511,22.457,22.58,21.968,22.082,-0.067,150.0,0.0
08-01-2024_13-19-39,252,0.031,0.0,-3.511,22.453,22.565,21.962,22.075,-0.02,150.0,0.0
08-01-2024_13-19-39,252,0.031,0.0,-3.511,22.467,22.634,21.961,22.075,-0.063,150.0,0.0
08-01-2024_13-19-39,253,0.031,0.0,-3.511,22.461,22.598,21.964,22.076,-0.079,150.0,0.0
08-01-2024_13-19-40,253,0.031,0.0,-3.511,22.458,22.613,21.957,22.08,-0.053,150.0,0.0
08-01-2024_13-19-40,253,0.031,0.0,-3.511,22.463,22.551,21.967,22.079,-0.053,150.0,0.0
08-01-2024_13-19-40,253,0.031,0.0,-3.511,22.468,22.625,21.956,22.08,-0.08,150.0,0.0
08-01-2024_13-19-40,254,0.031,0.0,-3.511,22.468,22.516,21.967,22.078,-0.004,150.0,0.0
08-01-2024_13-19-41,254,0.031,0.0,-3.511,22.461,22.63,21.948,22.078,-0.029,150.0,0.0
08-01-2024_13-19-41,254,0.031,0.0,-3.511,22.466,22.607,21.987,22.081,-0.049,150.0,0.0
08-01-2024_13-19-41,254,0.031,0.0,-3.511,22.467,22.623,21.988,22.092,-0.021,150.0,0.0
08-01-2024_13-19-41,255,0.031,0.0,-3.511,22.46,22.621,21.996,22.084,-0.049,150.0,0.0
08-01-2024_13-19-42,255,0.031,0.0,-3.511,22.468,22.487,21.978,22.084,-0.035,150.0,0.0
08-01-2024_13-19-42,255,0.031,0.0,-3.511,22.458,22.587,21.98,22.087,-0.03,150.0,0.0
08-01-2024_13-19-42,255,0.031,0.0,-3.511,22.456,22.583,21.949,22.089,-0.043,150.0,0.0
08-01-2024_13-19-42,256,0.031,0.0,-3.511,22.46,22.585,21.955,22.091,-0.055,150.0,0.0
08-01-2024_13-19-43,256,0.031,0.0,-3.511,22.456,22.577,21.963,22.09,-0.02,150.0,0.0
08-01-2024_13-19-43,256,0.031,0.0,-3.511,22.462,22.641,21.957,22.091,-0.05,150.0,0.0
08-01-2024_13-19-43,256,0.031,0.0,-3.511,22.47,22.624,21.963,22.101,-0.045,150.0,0.0
08-01-2024_13-19-43,257,0.031,0.0,-3.511,22.473,22.625,21.966,22.1,-0.034,150.0,0.0
08-01-2024_13-19-44,257,0.031,0.0,-3.511,22.467,22.556,21.98,22.107,-0.032,150.0,0.0
08-01-2024_13-19-44,257,0.031,0.0,-3.511,22.454,22.572,21.958,22.114,-0.051,150.0,0.0
08-01-2024_13-19-44,257,0.031,0.0,-3.511,22.462,22.556,21.977,22.11,-0.008,150.0,0.0
08-01-2024_13-19-44,258,0.031,0.0,-3.511,22.462,22.59,21.934,22.112,-0.045,150.0,0.0
08-01-2024_13-19-45,258,0.031,0.0,-3.511,22.462,22.649,21.984,22.117,-0.05,150.0,0.0
08-01-2024_13-19-45,258,0.031,0.0,-3.511,22.462,22.624,21.986,22.123,-0.035,150.0,0.0
08-01-2024_13-19-45,258,0.031,0.0,-3.511,22.467,22.623,21.971,22.123,-0.075,150.0,0.0
08-01-2024_13-19-45,259,0.031,0.0,-3.511,22.46,22.535,21.929,22.124,-0.048,150.0,0.0
08-01-2024_13-19-46,259,0.031,0.0,-3.511,22.46,22.548,21.954,22.123,-0.059,150.0,0.0
08-01-2024_13-19-46,259,0.031,0.0,-3.511,22.463,22.616,21.96,22.117,-0.069,150.0,0.0
08-01-2024_13-19-46,259,0.031,0.0,-3.511,22.469,22.558,21.996,22.125,-0.063,150.0,0.0
08-01-2024_13-19-46,260,0.031,0.0,-3.511,22.46,22.582,21.969,22.125,-0.076,150.0,0.0
08-01-2024_13-19-47,260,0.031,0.0,-3.511,22.462,22.563,21.988,22.118,-0.065,150.0,0.0
08-01-2024_13-19-47,260,0.031,0.0,-3.511,22.465,22.548,21.954,22.128,-0.063,150.0,0.0
08-01-2024_13-19-47,260,0.031,0.0,-3.511,22.46,22.648,21.977,22.131,-0.034,150.0,0.0
08-01-2024_13-19-47,261,0.031,0.0,-3.511,22.466,22.649,21.976,22.134,-0.08,150.0,0.0
08-01-2024_13-19-48,261,0.031,0.0,-3.511,22.466,22.624,21.991,22.13,-0.047,150.0,0.0
08-01-2024_13-19-48,261,0.031,0.0,-3.511,22.463,22.611,21.955,22.132,-0.091,150.0,0.0
08-01-2024_13-19-48,261,0.031,0.0,-3.511,22.462,22.557,21.978,22.131,-0.075,150.0,0.0
08-01-2024_13-19-48,262,0.031,0.0,-3.511,22.463,22.683,21.969,22.135,-0.085,150.0,0.0
08-01-2024_13-19-49,262,0.031,0.0,-3.511,22.472,22.536,21.964,22.134,-0.056,150.0,0.0
08-01-2024_13-19-49,262,0.031,0.0,-3.511,22.466,22.648,21.964,22.132,-0.027,150.0,0.0
08-01-2024_13-19-49,262,0.031,0.0,-3.511,22.466,22.604,21.981,22.132,-0.053,150.0,0.0
08-01-2024_13-19-49,263,0.031,0.0,-3.511,22.457,22.55,21.981,22.132,-0.055,150.0,0.0
08-01-2024_13-19-50,263,0.031,0.0,-3.511,22.47,22.528,21.95,22.126,-0.054,150.0,0.0
08-01-2024_13-19-50,263,0.031,0.0,-3.511,22.465,22.645,21.941,22.136,-0.038,150.0,0.0
08-01-2024_13-19-50,264,0.031,0.0,-3.511,22.459,22.6,22.013,22.129,-0.017,150.0,0.0
08-01-2024_13-19-50,264,0.031,0.0,-3.511,22.474,22.576,21.957,22.134,-0.015,150.0,0.0
08-01-2024_13-19-51,264,0.031,0.0,-3.511,22.466,22.613,21.965,22.129,-0.073,150.0,0.0
08-01-2024_13-19-51,264,0.031,0.0,-3.511,22.458,22.544,21.964,22.137,-0.033,150.0,0.0
08-01-2024_13-19-51,265,0.031,0.0,-3.511,22.468,22.585,21.957,22.132,-0.064,150.0,0.0
08-01-2024_13-19-51,265,0.031,0.0,-3.511,22.462,22.611,21.968,22.14,-0.061,150.0,0.0
08-01-2024_13-19-52,265,0.031,0.0,-3.511,22.466,22.655,21.968,22.136,-0.063,150.0,0.0
08-01-2024_13-19-52,265,0.031,0.0,-3.511,22.461,22.598,21.981,22.138,-0.04,150.0,0.0
08-01-2024_13-19-52,266,0.031,0.0,-3.511,22.459,22.609,21.975,22.139,-0.049,150.0,0.0
08-01-2024_13-19-52,266,0.031,0.0,-3.511,22.464,22.578,21.968,22.139,-0.035,150.0,0.0
08-01-2024_13-19-53,266,0.031,0.0,-3.511,22.472,22.598,21.983,22.139,-0.064,150.0,0.0
08-01-2024_13-19-53,266,0.031,0.0,-3.511,22.462,22.627,21.952,22.138,-0.058,150.0,0.0
08-01-2024_13-19-53,267,0.031,0.0,-3.511,22.471,22.554,21.997,22.138,-0.05,150.0,0.0
08-01-2024_13-19-53,267,0.031,0.0,-3.511,22.473,22.596,21.974,22.14,-0.04,150.0,0.0
08-01-2024_13-19-54,267,0.031,0.0,-3.511,22.474,22.582,21.984,22.133,-0.029,150.0,0.0
08-01-2024_13-19-54,267,0.031,0.0,-3.511,22.463,22.657,21.979,22.131,-0.02,150.0,0.0
08-01-2024_13-19-54,268,0.031,0.0,-3.511,22.466,22.625,21.956,22.138,-0.078,150.0,0.0
08-01-2024_13-19-54,268,0.031,0.0,-3.511,22.471,22.571,21.991,22.135,-0.042,150.0,0.0
08-01-2024_13-19-55,268,0.031,0.0,-3.511,22.467,22.629,21.996,22.132,-0.065,150.0,0.0
08-01-2024_13-19-55,268,0.031,0.0,-3.511,22.479,22.472,21.979,22.134,-0.063,150.0,0.0
08-01-2024_13-19-55,269,0.031,0.0,-3.511,22.473,22.618,21.956,22.13,-0.085,150.0,0.0
08-01-2024_13-19-55,269,0.031,0.0,-3.511,22.464,22.608,21.967,22.127,-0.069,150.0,0.0
08-01-2024_13-19-56,269,0.031,0.0,-3.511,22.472,22.591,21.953,22.126,-0.045,150.0,0.0
08-01-2024_13-19-56,269,0.031,0.0,-3.511,22.466,22.644,21.99,22.127,-0.068,150.0,0.0
08-01-2024_13-19-56,270,0.031,0.0,-3.511,22.476,22.556,21.974,22.124,-0.059,150.0,0.0
08-01-2024_13-19-56,270,0.031,0.0,-3.511,22.479,22.584,21.983,22.128,-0.062,150.0,0.0
08-01-2024_13-19-57,270,0.031,0.0,-3.511,22.478,22.669,21.99,22.126,-0.041,150.0,0.0
08-01-2024_13-19-57,270,0.031,0.0,-3.511,22.483,22.6,21.978,22.125,-0.076,150.0,0.0
08-01-2024_13-19-57,271,0.031,0.0,-3.511,22.479,22.558,22.001,22.122,-0.056,150.0,0.0
08-01-2024_13-19-57,271,0.031,0.0,-3.511,22.478,22.566,21.968,22.128,-0.055,150.0,0.0
08-01-2024_13-19-58,271,0.031,0.0,-3.511,22.473,22.63,22.0,22.127,-0.067,150.0,0.0
08-01-2024_13-19-58,271,0.031,0.0,-3.511,22.469,22.545,21.987,22.12,-0.031,150.0,0.0
08-01-2024_13-19-58,272,0.031,0.0,-3.511,22.466,22.653,21.981,22.129,-0.063,150.0,0.0
08-01-2024_13-19-58,272,0.031,0.0,-3.511,22.484,22.667,22.003,22.125,-0.051,150.0,0.0
08-01-2024_13-19-59,272,0.031,0.0,-3.511,22.476,22.559,21.967,22.122,-0.057,150.0,0.0
08-01-2024_13-19-59,272,0.031,0.0,-3.511,22.473,22.657,21.994,22.123,-0.036,150.0,0.0
08-01-2024_13-19-59,273,0.031,0.0,-3.511,22.47,22.564,21.973,22.119,-0.025,150.0,0.0
08-01-2024_13-19-59,273,0.031,0.0,-3.511,22.478,22.573,22.01,22.121,-0.057,150.0,0.0
08-01-2024_13-20-00,273,0.031,0.0,-3.511,22.478,22.677,21.969,22.124,-0.039,150.0,0.0
08-01-2024_13-20-00,273,0.031,0.0,-3.511,22.467,22.637,21.986,22.12,-0.058,150.0,0.0
08-01-2024_13-20-00,274,0.031,0.0,-3.511,22.483,22.542,21.972,22.122,-0.052,150.0,0.0
08-01-2024_13-20-00,274,0.031,0.0,-3.511,22.481,22.614,21.966,22.117,-0.037,150.0,0.0
08-01-2024_13-20-01,274,0.031,0.0,-3.511,22.476,22.579,21.961,22.121,-0.038,150.0,0.0
08-01-2024_13-20-01,274,0.031,0.0,-3.511,22.484,22.573,21.98,22.119,-0.069,150.0,0.0
08-01-2024_13-20-01,275,0.031,0.0,-3.511,22.476,22.606,21.991,22.116,-0.035,150.0,0.0
08-01-2024_13-20-01,275,0.031,0.0,-3.511,22.478,22.68,21.956,22.117,-0.058,150.0,0.0
08-01-2024_13-20-02,275,0.031,0.0,-3.511,22.483,22.583,21.979,22.12,-0.068,150.0,0.0
08-01-2024_13-20-02,275,0.031,0.0,-3.511,22.479,22.545,21.995,22.12,-0.026,150.0,0.0
08-01-2024_13-20-02,276,0.031,0.0,-3.511,22.482,22.566,21.964,22.114,-0.057,150.0,0.0
08-01-2024_13-20-02,276,0.031,0.0,-3.511,22.479,22.529,21.972,22.121,-0.057,150.0,0.0
08-01-2024_13-20-03,276,0.031,0.0,-3.511,22.474,22.626,21.971,22.119,-0.069,150.0,0.0
08-01-2024_13-20-03,276,0.031,0.0,-3.511,22.484,22.637,21.961,22.121,-0.04,150.0,0.0
08-01-2024_13-20-03,277,0.031,0.0,-3.511,22.482,22.617,21.96,22.119,-0.072,150.0,0.0
08-01-2024_13-20-03,277,0.031,0.0,-3.511,22.481,22.556,21.983,22.125,-0.051,150.0,0.0
08-01-2024_13-20-04,277,0.031,0.0,-3.511,22.479,22.613,21.976,22.122,-0.045,150.0,0.0
08-01-2024_13-20-04,277,0.031,0.0,-3.511,22.479,22.596,21.964,22.116,-0.051,150.0,0.0
08-01-2024_13-20-04,278,0.031,0.0,-3.511,22.481,22.666,21.982,22.121,-0.025,150.0,0.0
08-01-2024_13-20-04,278,0.031,0.0,-3.511,22.479,22.572,21.979,22.117,-0.05,150.0,0.0
08-01-2024_13-20-05,278,0.031,0.0,-3.511,22.479,22.661,21.991,22.12,-0.04,150.0,0.0
08-01-2024_13-20-05,278,0.031,0.0,-3.511,22.476,22.613,21.995,22.122,-0.042,150.0,0.0
08-01-2024_13-20-05,279,0.031,0.0,-3.511,22.483,22.566,21.971,22.114,-0.02,150.0,0.0
